,Unnamed: 0,conf,ra,dec,simbad_match,score
96,96,0.8456502,30.46937898271187,-61.128385128135584,False,0
97,97,0.8439047,30.89776129684685,-61.46872175630631,False,0
98,98,0.84350556,28.81602201130137,-61.20095618458904,False,0
99,99,0.84016407,28.24244559027777,-58.986108243055554,False,0
100,100,0.8393843,30.37350930825243,-58.54310999441748,False,0
101,101,0.83667815,30.40864541651376,-60.88885835688074,False,0
102,102,0.8339873,28.79015753119658,-59.04183668034189,False,0
103,103,0.8338646,28.886749410958902,-59.759519120547935,False,0
104,104,0.8327875,29.40623685,-60.32914804630682,False,0
105,105,0.83106303,29.93113307848101,-59.333253300632926,False,0
106,106,0.8308379,29.06737691993127,-59.75763297285223,False,0
107,107,0.8303492,28.434749264864863,-59.2853446981982,False,0
108,108,0.8279017,30.376568175757573,-60.87888929469697,False,0
109,109,0.8272066,29.936531211726383,-59.65395131433225,False,0
110,110,0.8256465,28.216728615062763,-58.22726141171549,False,0
111,111,0.8246749,31.53274059467312,-58.38627181670702,False,0
112,112,0.82042336,31.83800992931035,-59.58211906379311,False,0
113,113,0.81967837,31.678740371818183,-59.74317182424242,False,0
114,114,0.8195824,28.279521721463414,-61.66908775804878,False,0
115,115,0.81747293,28.399733052903223,-58.51856741612902,False,0
116,116,0.81667143,28.698076636199094,-59.22542503846155,False,0
117,117,0.8158534,30.747127899006625,-59.84528220695365,False,0
118,118,0.8151993,28.92878578496732,-60.01975456143793,False,0
119,119,0.81445116,29.73806366942149,-60.95367712975207,False,0
120,120,0.814406,28.29979997016393,-60.60180253836066,False,0
121,121,0.81039387,28.789366364734303,-61.59397760289855,False,0
122,122,0.80937344,29.31115561478261,-58.37661470782608,False,0
123,123,0.8090848,28.66967606837945,-58.524539656126485,False,0
124,124,0.808345,30.325131404013373,-59.667792541806016,False,0
125,125,0.8071408,30.891674804116228,-58.43309313946732,False,0
126,126,0.8052287,29.4210893686508,-59.35041696309524,False,0
127,127,0.80441886,30.759875630845773,-58.83515771069652,False,0
128,128,0.8038889,29.8745161592068,-58.94795588980169,False,0
129,129,0.80342966,30.532562292041515,-59.68946529411763,False,0
130,130,0.80220103,28.26226547442623,-60.63805492229509,False,0
131,131,0.80138195,30.381552644166668,-60.87858104833334,False,0
132,132,0.80005205,28.18250981583012,-58.21868661737452,False,0
133,133,0.80001426,28.297810059276014,-58.672891054751126,False,0
